,name,genre,author,status,alt_title,views,score,nb_votes
179,Silver Spoon (OZAWA Mari),Cooking-Drama-Josei-Sliceoflife,"
Ozawa Mari ",Ongoing,銀のスプーン ; Gin no Spoon,541.2K,4.89,402
180,I Have No Health,Drama-Fantasy-Romance-Shoujo,"
Lee Haron - Vanilla ",Ongoing,건강이 없습니다 / I Am Not Healthy,16.9M,4.85,1651
181,My Three Tyrant Brothers,Fantasy-Romance-Shoujo,"
Jomill - Km - Mint ",Ongoing,폭군 오빠가 셋이래요,21.3M,4.64,2165
182,If You Wish for My Despair,Comedy-Drama-Fantasy-Romance-Webtoons-Manhwa,"
Konekoneko - Samoh ",Ongoing,"To You Who Desire My Despair , To You Who Wish For My Despair , あなたが私の絶望を願うなら , Anata ga Watashi no Zetsubou wo Negaunara , 나의 절망을 바라는 당신에게",612.3K,3.72,133
183,Mahoutsukai Mana to H no Tobira,Adventure-Comedy-Fantasy-Seinen-Erotica,"
Nakajima Kouki ",Ongoing,魔法使いマナと叡痴の扉 ; Mahoutsukai Mana to Eichi no Tobira ; Mana the Witch and the Door of H ; Wizard Mana and the Door of Wisdom,448.7K,4.53,51
184,Girls und Panzer - Garupan Kindergarten,Sliceoflife,"
Jinguu ",Ongoing,がるぱん幼稚園,29.7K,4.9,29
185,The Former Prostitute Became a Rich Wife,Drama-Josei-Romance-Erotica,"
Kanau Honoka ",Ongoing,元風俗嬢が金持ち妻になりました ; Moto Fuuzokujou ga Kanemochi Tsuma ni Narimashita,3.6M,2.51,975
186,Immortal Cultivation Is a Dead End,Action-Drama-Fantasy-Martialarts-Romance,"
多格文化 ",Ongoing,修仙死路一条 ; Xiuxian Silu Yitiao ; Xiūxiān Sǐlù Yītiáo,551.2K,4.42,149
187,Soukou Akki Muramasa: Makai-hen,Action-Martialarts-Mecha-Shounen-Supernatural,"
Nitroplus - Gotou Midori ",Ongoing,Soukou Akki Muramasa: Makai-hen ; Full Metal Daemon Muramasa: The Demon World ; Цельнометаллический Демон Мурамаса: Мир Иной ; 装甲悪鬼村正 魔界編,2.8K,4.4,5
188,The World is Money and Power,Schoollife-Shounen-Manhwa,"
Han Dong-Woo - Lee Doo-Hee ",Ongoing,세상은 돈과 권력,12.5M,4.69,2053
189,The Essence Of A Perfect Marriage,Drama-Romance,"
영 - 이범배 - 제리볼 ",Ongoing,The Perfect Way To Get Married / Perfect Marriage / 완벽한 결혼의 정석,10.5M,4.67,670
190,To deny the route,Fantasy-Shounenai-Webtoons,"
Honey Trap ",Ongoing,루트를 거부하는 방법,123.4K,4.22,37
191,Can I Cancel The Confession?,Comedy-Josei-Romance-Schoollife-Sliceoflife,"
Shinmae ",Ongoing,고백 취구도 되나? ; Can I Cancel My Confession? ; Can the Confession Be Cancelled? ; Gobaek Chwiso-do Doena? ; ,1.3M,3.98,93
192,The Big Shot’s Darling Returns,Drama-Romance-Shoujo,"
Qingyu Gaffey - Yuewen Manhua ",Ongoing,大佬的心肝穿回来了,535.3K,4.42,74
193,I Failed to Divorce My Husband,Comedy-Fantasy-Historical-Oneshot-Romance-Shoujo-Isekai,"
Yulji - 율지 - Soonjin Moogu ",Ongoing,Falhei em me Divorciar do Meu Esposo ; I am Afraid I have Failed to Divorce My Husband ; 与腹黑丈夫的离婚似乎失败了 ; 黒幕夫に惚れられました ; 흑막 남편과의 이혼에 실패한 것 같다,9M,4.75,724
194,Shokuryou Jinrui Re: Starving Re:velation,Horror-Schoollife,"
Mizutani Kengo - Kuraishi Yuu ",Ongoing,食糧人類Re: -Starving Re:velation- ; Starving Anonymous 2,1.4M,4.61,284
195,Drunken Love,Romance-Schoollife-Erotica,"
조상덕 ",Ongoing,Alcoholism ; 주정관계,1M,2.5,165
196,Hajimete no Gal,Comedy-Romance-Schoollife-Shounen,"
Ueno Meguru ",Ongoing,はじめてのギャル (Japanese); 第一次的Gal (Chinese); 첫 갸루 (Korean); Hajimete no Gyaru; My First Gal (English),60.7M,"rate :
4.39/
5",5
197,Don't Pick Up Boyfriends From The Trash,Adventure-Comedy-Drama-Mature-Psychological-Romance-Shounenai-Webtoons,"
白梦社 - 映梦社 - Riding A Whale South ",Ongoing,不要在垃圾桶里捡男朋友,417.9K,3.58,84
198,Detroit: Become Human - Tokyo Stories,Drama-Shoujo,"
Sawatari Kazami - Quantic Dream ",Ongoing,デトロイトビコムヒューマン東京スートリーズ,25.3K,4.43,14
199,Grand Dwarf,Action-Adventure-Fantasy-Seinen-Supernatural-Isekai,"
Saito Naotake ",Ongoing,"Grand Wharf ; Gurandowaafu - Machi Kou Shokunin, Takumi no Waza de Isekai Musou ; Grand Dwarf - Machi Kou Shokunin, Takumi no Waza de Isekai Musou ; グランドワーフ〜町工職人、匠の技で異世界無双〜 ; Grand Dwarf ~ The Smalltown Craftsman's Skills Are Unmatched In Another World ~",293.1K,4.78,314
200,I Will Just Stick to the Protagonist,Drama-Fantasy-Historical-Romance-Shoujo-Webtoons-Manhwa,"
Gong Eun Hwa Sa - Haessi ",Ongoing,I Will Be Next to the Main Character ; I Will Just Stick to the Main Character ; 주인공 옆에 붙어만 있겠습니다,3.1M,4.7,267
201,A Saintess Who Was Adopted by the Grand Duke,Fantasy-Historical-Romance-Shoujo,"
Song Iba ",Ongoing,대공가에 입양된 성녀님,3.1M,"rate :
4.82/
5",5
202,Tiger's Coming Down,Drama-Romance-Schoollife-Supernatural-Webtoons-Yaoi,"
Sadasae - 사다새 ",Ongoing,The Tiger Is Descending ; Tiger Is Coming ; 범 내려온다,625.7K,4.08,36
203,Watari-kun no xx ga Houkai Sunzen,Drama-Harem-Romance-Schoollife-Seinen,"
Narumi Naru ",Ongoing,渡くんの××が崩壊寸前 (Japanese); 渡君的XX即将崩坏 (Chinese); 와타리군의 XX가 붕괴직전 (Korean); Watari-kun no ×× ga Houkai Sunzen; Watari-kun no Batsu Batsu ga Houkai Sunzen; Watari-kun no Batsubatsu ga Houkai Sunzen; Watari-kun's XX Is on the Brink of Collapse (English),30.3M,4.3,1704
204,"Tensei Shitekara 40-nen. Sorosoro, Ojisan mo Koi ga Shitai. Nidome no Jinsei wa Harem Route?!",Adventure-Comedy-Fantasy-Harem-Shounen-Isekai,"
Seiro ",Ongoing,転生してから４０年。そろそろ、おじさんも恋がしたい。　二度目の人生はハーレムルート!? ; It's been 40 years since I was reincarnated. It's time for this uncle to fall in love.,85.1K,4.26,94
205,Wistoria's Wand and Sword,Action-Adventure-Fantasy-Supernatural,"
Oomori Fujino ",Ongoing,Tsue to Tsurugi no Wistoria; Wistoria of Wand & Sword; Wistoria of Wand and Sword; 杖と剣のウィストリア; Wistoria: Wand and Sword,8.8M,4.56,2132
206,The Palace Beast,Fantasy-Historical-Romance,"
Jeong Oneul ",Ongoing,Beast of the Palace / 궁궐의 맹수,265.3K,4.28,78
207,The Live,Action-Adventure-Fantasy-Manhwa,"
Black Ajin ",Ongoing,THE LIVE〜未来からの日記〜; 保命日記 ; 더 라이브,56.9M,"rate :
4.72/
5",5
208,The Game That Will End Me,Adventure-Fantasy-Mystery,"
Naver Webtoon ",Ongoing,The End of the World is Just a Game to Me,236.6K,4.72,130
209,The Game That Will End Me,Adventure-Fantasy-Mystery,"
Naver Webtoon ",Ongoing,The End of the World is Just a Game to Me,236.6K,4.72,130
210,Memoir of the God of War,Action-Adventure-Fantasy-Historical-Martialarts-Shounen-Tragedy,"
Ugak (우각) ",Ongoing,전왕전기 ; 戰王傳記 ; Chiến Vương Truyền Ký ; Мемуары Бога Войны ; Jeonwang Electric ; 戦王伝記 ; Memoir Of The King Of War ; Jeonwangjeongi,42.2M,"rate :
4.76/
5",5
211,Memoir of the God of War,Action-Adventure-Fantasy-Historical-Martialarts-Shounen-Tragedy,"
Ugak (우각) ",Ongoing,전왕전기 ; 戰王傳記 ; Chiến Vương Truyền Ký ; Мемуары Бога Войны ; Jeonwang Electric ; 戦王伝記 ; Memoir Of The King Of War ; Jeonwangjeongi,42.2M,"rate :
4.76/
5",5
212,Memoir of the God of War,Action-Adventure-Fantasy-Historical-Martialarts-Shounen-Tragedy,"
Ugak (우각) ",Ongoing,전왕전기 ; 戰王傳記 ; Chiến Vương Truyền Ký ; Мемуары Бога Войны ; Jeonwang Electric ; 戦王伝記 ; Memoir Of The King Of War ; Jeonwangjeongi,42.2M,"rate :
4.76/
5",5
213,Chieri's Love Is 8 Meters,Comedy-Romance-Schoollife-Shounen,"
Mitogawa Wataru ",Ongoing,Chieri no Koi wa 8 Meter ; ちえりの恋は8メートル,2.4M,4.64,832
214,To the Alien I Love,Comedy-Drama-Romance-Shoujo-Supernatural,"
Gyanga ",Ongoing,내가 사랑하는 외계인에게,47.9K,3.8,15
215,Saving My Sweetheart,Comedy-Drama-Fantasy-Historical-Romance-Shoujo-Manhwa,"
Han Yujeong - Hound - Kim Jiei ",Ongoing,"A Way to Protect the Lovable You ; A Way to Protect You, Sweetheart ; Cara Menjagamu, Sayangku ; Cara Untuk Melindungi Kekasihku Como proteger seu coração ; Cách Để Bảo Vệ Tình Yêu Của Tôi ; Cómo proteger tu corazón ; How to Keep Your Sweetheart ; La sainte et le dragon ; Seni Korumanın Bir Yolu, Sevgilim ; The Way to Protect the Lovable You (Indonesian) ; 優しいあなたを守る方法 ; 只想守護溫柔的你 ; 如何守护温柔的你 ; 将温柔的你守护的方法 ; 다정한 그대를 지키는 방법",36.2M,"rate :
4.84/
5",5
216,A Perfect Ending Plan of the Villain in a Fairy Tale,Action-Adventure-Comedy-Drama-Fantasy-Romance-Shoujo-Webtoons-Manhwa,"
Peach Pie - 피치 파이 - Yangyang ",Ongoing,The Perfect Ending for the Villainess of a Fairy Tale ; A Perfect Ending Plan of the Villain in a Fairy Tale ; El plan perfecto de la villana para el cuento de hadas ; Fairy Tale Villain's Perfect Ending Plan ; Perfect Ending Plan of a Fairy Tale Villainess ; 反派角色的完美結局 ; 童話裡反派的完美結局 ; 童话里反派的完美结局 ; 동화 속 악역의 완벽한 엔딩 플랜,11.9M,4.7,589
217,The princess is evil,Fantasy-Romance-Shoujo-Isekai,"
Cha Soheec / Ggomi ",Ongoing,The Wicked Little Princess; 황녀님이 사악하셔 ; Hwangnyeonimi Saakasyeo ; 皇女殿下很邪恶 ; The Princess Is Evil,27.6M,4.78,2797
218,The princess is evil,Fantasy-Romance-Shoujo-Isekai,"
Cha Soheec / Ggomi ",Ongoing,The Wicked Little Princess; 황녀님이 사악하셔 ; Hwangnyeonimi Saakasyeo ; 皇女殿下很邪恶 ; The Princess Is Evil,27.6M,4.78,2797
219,Mercenary Enrollment,Action-Adventure-Drama-Romance-Scifi,"
Yc ",Ongoing,Teenage Mercenary ; High School Mercenary (French) ; High School Soldier (Indonesian) ; Mercenario adolescente ; Mercenary Enrollment ; Söldnereinschreibung ; Tentara Menyamar Jadi Anak SMA ; 入学傭兵 ; 入學傭兵 ; 少年佣兵 ; 입학용병,128.4M,"rate :
4.62/
5",5
220,The Super Doctor From 2089,Action-Fantasy-Scifi-Shounen-Webtoons,"
Pojie ",Ongoing,"妙手狂医, Dr.Devil",39.3M,4.2,2740
221,The Newbie is Too Strong,Action-Adventure-Fantasy-Manhwa,"
Shin Jung-Min (신정민) - Ssikku (씨꾸) - Itbaem (잇뱀) - Midas ",Ongoing,뉴비가 너무 강함 ; Слишком сильный нуб,24.9M,"rate :
4.79/
5",5
222,Ghoul ga Sekai wo Sukutta Koto wo Watashi dake ga shitteiru,Action-Adventure-Drama-Fantasy-Seinen-Erotica,"
Katou Myoujin ",Ongoing,グールが世界を救ったことを私だけが知っている ; Only I Know the Ghoul Saved the World,180.2K,4.15,106
223,Doku Doku Mori Mori,Drama-Fantasy-Horror-Seinen,"
Segawa Noboru ",Ongoing,どく・どく・もり・もり ; Poison Poison Forest Forest,83.3K,4.68,79
224,A Tree Without Roots,Drama-Mature-Psychological-Webtoons-Yaoi,"
라포 - Lapo ",Ongoing,Sin Raíces ; Árbol Sin Raíces ; 无根树 ; 뿌리 없는 나무,1.4M,4,172
225,World’s Apocalypse Online,Action-Adventure-Fantasy-Scifi,"
Fireworks Becomes A City - Six One ",Ongoing,Apocalypse Online ; Battle Through the Apocalypse ; Chư Giới Tận Thế Online ; このゲーム世界に救いを ; 诸界末日在线 ; 게임이라는 이 세계에 구원을,42M,"rate :
4.85/
5",5
226,F-Class Destiny Hunter,Action-Adventure-Fantasy-Manhwa,"
Anamin ",Ongoing,F-Class Destiny Hunter,4.2M,"rate :
4.7/
5",5
227,Reborn Ranker – Gravity User,Action-Adventure-Drama-Fantasy-Shounen-Supernatural,"
Nekoko - Chikuwa ",Ongoing,Adventurers aim for the strongest in hidden classes ; 冒険者は隠しクラス〈重力使い〉で最強を目指す,8.8M,"rate :
4.31/
5",5
228,Magic Level 99990000 All-Attribute Great Sage,Adventure-Fantasy-Shounen-Isekai,"
Fude Oruka ",Ongoing,魔力9999万 全属性使いの大賢者 ; Maryoku 9999 man Zen Zokusei Tsukai no Dai Kenja,7.9M,3.85,2395
229,Lu Bu’s life story,Action-Drama-Fantasy-Historical-Martialarts-Seinen,"
阅文漫画 ",Ongoing,Lu Bu's Life Simulator ; Lu Bu's Life Story ; Lvbu De Rensheng Moni Qi ; Lǚbù De Rénshēng Mónǐ Qì ; 吕布的人生模拟器,1.3M,4.64,301
230,Oomuroke,Action-Comedy-Schoollife-Shoujoai-Sliceoflife,"
Namori ",Ongoing,大室家 ; Ōmuro-ke ; Oomuro Family ; Oomuro-ke,687.2K,3.86,187
231,Sukinako ga Megane wo Wasureta - Twitter Side Stories,Comedy-Romance-Schoollife-Shounen-Sliceoflife,"
Fujichika Koume ",Ongoing,好きな子がめがねを忘れた ; The Girl I Like Forgot Her Glasses - Twitter Side Stories,355.3K,4.31,45
232,Uryuudou Yumebanashi,Drama-Historical-Josei-Mystery-Supernatural,"
Hatsu Akiko ",Ongoing,Dreams of the Rainy Willow Store ; Dreamy Tales of the Rainy Willow Store ; 雨柳堂夢咄,161.2K,3.69,51
233,Catastrophic Necromancer,Action-Adventure-Martialarts-Schoollife-Isekai,"
黑鸟社 ",Ongoing,死灵法师！我即是天灾 ; Si Ling Fashi! Wo Ji Shi Tianzai ; Sǐ Líng Fǎshī! Wǒ Jí Shì Tiānzāi ; Disastrous Necromancer ; Necromancer! I Am a Disaster ; Necromancer: King of The Scourge,2M,"rate :
4.75/
5",5
234,The Bully In-Charge,Action-Drama-Seinen,"
Grimzo ",Ongoing,일진담당일진 ; Iljin in Charge Iljin,19.1M,"rate :
4.72/
5",5
235,Blue Lock,Action-Drama-Shounen-Sports,"
Muneyuki Kaneshiro - Yuusuke Nomura ",Ongoing,"Bluelock,ブルーロック,Синяя Тюрьма: Блю Лок",87.4M,"rate :
4.53/
5",5
236,Star's Last Wish,Adventure-Comedy-Drama-Fantasy-Josei,"
Hoo Eun ",Ongoing,별의 유언 ; Child from the Mountain ; Star's Will ; Testament to the Stars,125.4K,4.83,23
237,Reincarnation of the Veteran Soldier,Action-Drama-Fantasy-Shounen-Manhwa,"
Hooding - Sinmani ",Ongoing,말년용사,11.4M,"rate :
4.7/
5",5
238,See You Never,Romance-Shounenai-Tragedy-Manhua,"
Tian Xi ",Ongoing,来生不见 ; Don't Meet Again in the Next Life ; Don't Want To See You In The Next Life ; Laisheng Bujian ; Láishēng Bùjiàn ; No Te Volveré A Ver En Mi Próxima Vida ; Living Life Over,1.4M,4.02,227
239,A Red Knight Does Not Blindly Follow Money,Fantasy-Romance-Shoujo,"
Rosiwon ",Ongoing,A True Knight Does Not Blindly Follow Money ; A Red Knight Does Not Blindly Follow Money ; A True Knight Does Not Blindly Follow Money ; El caballero ya no sigue el dinero ciegamente ; Kỵ sĩ đỏ không mê tiền mù quáng ; Một Hiệp Sĩ Chân Chính Không Chạy Theo Tiền Một Cách Mù Quáng ; Um cavaleiro vermelho não segue o dinheiro cegamente ; Une chevalière rouge ne suit pas de l'argent ; Настоящий рыцарь никогда не бывает ослеплен деньгами ; رواية الفارسة الحمراء لا تتبع المال بشكل أعمى,17.5M,4.64,2518
240,Kuroitsu-san in the Superhuman Research & Development Department,Comedy-Fantasy-Genderbender-Seinen,"
Mizusaki Hiroaki ",Ongoing,Kaijin Kaihatsubu no Kuroitsu-san ; 怪人開発部の黒井津さん,886.9K,4.06,167
241,Introduction to Survival,Action-Mature-Psychological-Seinen-Tragedy-Manhwa,"
Haru (하루) - Mr Quokka ",Ongoing,생존학 개론 ; The Way Of Survival,3.9M,4.72,630
242,Kaguya Hime,Adventure-Drama-Genderbender-Harem-Horror-Mystery-Romance-Scifi-Shoujo,"
Shimizu Reiko ",Ongoing,ميرة القمر (Arabic) ; 輝夜姫 ; 輝夜姬 ; 월광천녀 ; Kaguya-hime: The Moon Princess ; La Principessa Splendente ; Nàng Tiên Ánh Trăng ; Princess Kaguya (SHIMIZU Reiko) ; Princesse Kaguya (French) ; Prinzessin Kaguya (German) ; The Moon Princess,938K,2.14,337
243,Erotical Wizard With Twelve Brides,Action-Comedy-Fantasy-Harem-Romance-Schoollife-Shounen-Erotica,"
Hikaru Taiyou ",Ongoing,エロティカル・ウイザードと12人の花嫁 ; Ero Tea Karu Wizard to 12 Nin No Hanayome ; Penyihir Erotis dan 12 Pengantin ; Erotical Wizard to 12 Nin No Hanayome,2.8M,4.57,325
244,Remake Our Life!,Comedy-Romance-Schoollife-Shounen-Sliceoflife,"
Nachi Kio - Bonjin Hirameki ",Ongoing,"Bokutachi no Remake, ぼくたちのリメイク",9M,4.68,1680
245,Fundamentals of Light,Action-Comedy-Drama-Fantasy-Historical-Shounen,"
Tokitaka Mitsuki ",Ongoing,"Hikari no Iroha,ひかりのいろは",1.6M,4.77,279
246,Cardcaptor Sakura - Clear Card Arc,Action-Comedy-Drama-Fantasy-Romance-Schoollife-Shoujo-Supernatural,"
Clamp ",Ongoing,カードキャプターさくら クリアカード編 (Japanese); Cardcaptor Sakura - Clear Card-hen; Cardcaptor Sakura: Clear Card Arc; Cardcaptor Sakura: Clear Card-hen,4.7M,4.79,378
247,"I'm a former slave, but I tried to buy an oni slave who I later found to have too much energy so I want to throw him away...",Fantasy-Romance,"
Amaharu Niko ",Ongoing,"I Bought A Demon Slave But It's Too Strong That I Want To Throw It Away... ; Moto Dorei Desuga, Oni No Dorei Wo Katte Mitara Seiryoku Ga Tsuyosugiru Node Sutetai... ; 元奴隷ですが、鬼の奴隷を買ってみたら精力が強すぎるので捨てたい...",5.6M,4.3,1038
248,Blade Of Wind And Thunder,Action-Martialarts,"
Maeum Hana (One Heart) ",Ongoing,풍뢰도,8.5M,4.64,516
249,Choose Your Heroes Carefully,Drama-Fantasy-Romance-Shounenai,"
Iminu - Jackc - Team Pichi ",Ongoing,Pick Your Hero Carefully ; Choose Your Hero Carefully ; 영웅 뽑기는 신중하게 ; 召唤美男英雄的代价 ; 英雄ガチャは慎重に,493.5K,4.13,80
250,Ballpark de Tsukamaete!,Comedy-Romance-Seinen-Sliceoflife,"
Suga Tatsurou ",Ongoing,The Catcher in the Ballpark! ; ボールパークでつかまえて！,3.2M,4.71,605
251,Fushigi no Mayuri-san,Comedy-Schoollife-Sliceoflife-Supernatural,"
Pan ",Ongoing,Mysterious Mayuri-san ; 不思議のまゆりさん,3.9M,4.63,465
252,Sword Demon Island,Action-Fantasy-Historical-Martialarts-Seinen,"
Woo-Gak ",Ongoing,검마도,4.8M,4.57,553
253,Date of Marriage,Josei-Romance,"
Ito Nashihara ",Ongoing,"If You Can't Have a Fiance, Let's Get Married ;
Kekkon Yoteibi ;
結婚予定日",142.6K,4.33,45
254,The Reader and Protagonist Definitely Have to Be in True Love,Action-Adventure-Comedy-Fantasy-Shounenai-Supernatural,"
颓 ",Ongoing,Reader + Protagonist; TRAPDHTBITL; นักอ่านกับพระเอกน่ะ ต้องคู่กันอยู่แล้วนี่!?; 读者和主角绝逼是真爱,201.7K,4.07,55
255,Drug-Eating Genius Mage,Action-Drama-Fantasy-Shounen-Manhwa,"
Geul Geun Yook - Yeoun ",Ongoing,Medicine Genius Wizard ; 약먹는 천재 마법사 ; 약먹는 천재마법사,10M,"rate :
4.83/
5",5
256,Bunk Beds,Drama-Romance-Schoollife-Pornographic,"
Haron ",Ongoing,이층 침대,7M,"rate :
4.37/
5",5
257,The Player Hides His Past,Action-Adventure-Comedy-Fantasy-Manhwa,"
Gaechaban - Bethes ",Ongoing,The Player Hides His Past,2.1M,"rate :
4.86/
5",5
258,I Am Really Not the Demon Lord!,Action-Drama-Fantasy-Martialarts,"
Animation Boyi ",Ongoing,我真不是魔王 ; Wǒ zhēn bùshì mówáng ; Wo zhen bushi mowang ; I'm Really Not The Demon King,120.1K,4.47,95
259,Yumeotica,Mystery,"
Hoshino Tsubasa ",Ongoing,ユメオティカ ; Юмеотика,65.4K,3.88,8
260,The Former Top 1's Sub-Character Training Diary ~A Dedicated Player is Currently Conquering Another World!~,Action-Adventure-Fantasy-Harem-Shounen-Sliceoflife,"
Risou Maeda - Harutarou Sawamura ",Ongoing,"Moto Sekai Ichi'i Subchara Ikusei Nikki: Hai Player, Isekai wo Kouryakuchuu!, Moto Sekai Ichi'i Subchara Ikusei Nikki ~Hai Player, Isekai wo Kouryakuchuu!~, The Former World Number 1's Alt Character Training Diary, The Former Top 1’s Sub-Character Training Diary ~A Dedicated Player is Currently Conquering Another World!~, 元・世界１位のサブキャラ育成日記～廃プレイヤー、異世界を攻略中！～",40.8M,"rate :
4.75/
5",5
