,name,genre,author,status,alt_title,views,score,nb_votes
261,Rebirth Begins With Refusal Of Marriage,Drama-Romance-Shoujo,"
Ake Culture (阿柯文化) ",Ongoing,Chongsheng Tuihun Qi ; Rebirth of a Divorced Wife ; 重生退婚妻 ; Retaliation of an Unwanted Bride,813.9K,4,35
262,I Levelled Up by Becoming an Influencer,Action-Drama-Fantasy-Shounen,"
Akeno Wataru - Zui ",Ongoing,Appraisers level up through video distribution ; Kanteishi wa Douga Haishin de Level Up Through ; 鑑定士は動画配信でレベルアップする,3.1M,4.44,1093
263,"The World Will Be Destroyed Tomorrow, so I Want to Rub Your Boobs",Comedy-Romance-Schoollife,"
Tono Note ",Ongoing,Ashita Sekai ga Horobiru node Kimi no Oppai o Momitai. ; 明日世界が滅びるので君のおっぱいを揉みたい。,89.3K,4.56,52
264,Zatsuyou Fuyojutsushi ga Jibun no Saikyou ni Kizuku made,Action-Adventure-Shounen-Isekai,"
Tokura Haka ",Ongoing,雑用付与術師が自分の最強に気付くまで ; Until The Chore Granting Sorcerer Realized His Strongest,395.7K,4.77,292
265,The Suffering of a 26 Year Old Unloved Female Doomer,Comedy-Psychological-Seinen-Sliceoflife,"
Matoba Ryou ",Ongoing,限界独身女子(26)ごはん ; Genkai Dokushin Joshi (26) Gohan ; 26 Year Old Bachelorette's Meals,264.3K,4.52,152
266,No Guard Wife,Comedy-Romance,"
Yano Toshinori ",Ongoing, 防御力ゼロの嫁 ,8.8M,4.44,1239
267,Tekken Chinmi,Action-Adventure-Comedy-Martialarts-Shounen-Sliceoflife,"
Maekawa Takeshi ",Ongoing,鉄拳チンミ (Japanese); 拳精[铁拳小子] (Chinese); Ironfist Chinmi; Kung Fu Boy (English); Quyền Thuật Vô Song; Hoàng Phi Hồng (Vietnamese - Tiếng Việt - TV),1.2M,4.39,75
268,Genjitsushugisha no Oukokukaizouki,Action-Adventure-Comedy-Drama-Fantasy-Harem-Psychological-Romance,"
Dozeumaru ",Ongoing,現実主義勇者の王国再建記 ; How a Realist Hero Rebuilt the Kingdom,56.3M,"rate :
4.76/
5",5
269,I kill to be God: Beyond Human Barrier,Action-Drama-Fantasy,"
漫星球 ",Ongoing,刷怪成神：我打穿了人类禁区！漫画|官方在线漫画全集-快看,12.3K,4.79,28
270,Can I Bite You?,Drama-Fantasy-Romance-Shoujo,"
Hanseul - Judo - Soyhong ",Ongoing,물어보는 사이 / While Asking / Between Asking,2.9M,4.68,208
271,Vanilla Taste,Drama-Romance-Smut-Yaoi,"
I.a - Aame ",Ongoing,바닐라 테이스트,1.4M,3.41,206
272,Queen Bee,Action-Drama-Mature-Schoollife-Seinen,"
Hwalhwasan ",Ongoing,Queen Bee (Andrew) ; The Landlord's Little Girl ; 집주인 딸내미,19.7M,"rate :
1.87/
5",5
273,Like Wind on a Dry Branch,Drama-Fantasy-Romance-Manhwa,"
Moon Seaul - Uret - Dalsaeowl ",Ongoing,Cursed Blessing ; El viento que mece las ramas ; Like a Dry Branch in the Wind ; Like a Wind on a Dry Branch ; Like the Wind on a Dry Branch ; Như gió trên cành khô ; Wie ein welker Ast im Winde ; Подобно сухой ветви на ветру ; Хуурай мөчир дээрх салхи ; Хуурай мөчир дээрх салхи шиг ; همانند باد بر شاخه ای خشک؟ ; ราวลมพัดกิ่งไม้แห้ง ; នារីកូនបំណុល ; 废皇子的神秘情人 ; 廢皇子的神祕愛人 ; 赤い瞳の廃皇子 ; 마른 가지에 바람처럼,17.9M,4.79,2987
274,The Duchess' Secret Writing,Comedy-Drama-Fantasy-Historical-Romance-Shoujo,"
Beoteo - Bambi ",Ongoing,공작 부인의 은밀한 집필 ; The Duchess' Secret Writings ; 公爵夫人的秘密执笔 ; Gongjang Buinui Eunmilhan Jippil,55.1K,4.42,12
275,Older Elite Knight Is Cute Only in Front of Me,Comedy-Romance-Seinen,"
Yosuke Yoshino - Takata ",Ongoing,"Toshiue elite onna kishi ga boku no mae de dake kawaii,年上エリート女騎士が僕の前でだけ可愛い",30.4M,"rate :
4.62/
5",5
276,Kasane and Subaru,Comedy-Romance-Seinen,"
Yamada Kintetsu ",Ongoing,かさねと昴 ; Kasane to Subaru,823.5K,3.93,180
277,The Dungeon That Kills All Adventurers,Action-Adventure-Comedy-Fantasy-Horror-Shounen,"
Dowman Sayman ",Ongoing,Boukensha Zettai Korosu Dungeon ; 冒険者絶対殺すダンジョン,214.4K,4.45,120
278,"Moto Sekai Ichi'i Subchara Ikusei Nikki: Hai Player, Isekai wo Kouryakuchuu!",Action-Adventure-Comedy-Fantasy,"
Sawamura Harutarou ",Ongoing,"Moto Sekai Ichi'i Subchara Ikusei Nikki ~Hai Player, Isekai Wo Kouryakuchuu!~ ; Moto Sekai Ichii Subchara Ikusei Nikki Hai Player Isekai Wo Kouryakuchuu ; The Former Top 1'S Sub-Character Training Diary ~A Dedicated Player Is Currently Conquering Another World!~ ; The Former World Number 1'S Alt Character Training Diary ; 元・世界１位のサブキャラ育成日記～廃プレイヤー、異世界を攻略中！～ ; 전(前) 세계1위의 서브캐 육성일기~폐플레이어 이세계를 공략중!~",21.2M,"rate :
4.6/
5",5
279,Weak Hero,Action-Drama-Schoollife,"
Seopass ",Ongoing,Yakanyeongung ; 약한영웅 ; 弱美男英雄,33.5M,"rate :
4.61/
5",5
280,How to Fight,Action-Comedy,"
Park Tae Joon ",Ongoing,Viral Hit ; I Can Fight Better; Self Taught Fight; Ssaumdokak; นกสทปเบอร; 喧嘩独学; 格鬥實況; 直播风暴; 싸움독학,65.4M,"rate :
4.72/
5",5
281,Alpha Omega-Beta,Drama-Romance-Supernatural-Yaoi,"
晴空映画夏夜工作室X火星小说网 ",Ongoing,; The Bite of A Wolf,370.8K,3.86,109
282,"I Got Sent to Another World, but It's in the Mountains. In Reaction, I Choose Comfort Over Strength",Adventure-Drama-Fantasy-Shounen-Sliceoflife-Isekai,"
Jaga Butter ; Iwasaki Minako ; Tsutaya Sora ",Ongoing,Isekai Ni Teni Shitara Yama No Naka Datta. Handou De Tsuyo Sayori Mo Kaitekisa O Erabi Mashita. ; 転移したら山の中だった。反動で強さよりも快適さを選びました。,1.8M,4.7,620
283,The Red Ranger Becomes an Adventurer in Another World,Action-Adventure-Comedy-Fantasy,"
Nakayoshi Koyoshi ",Ongoing,戦隊レッド 異世界で冒険者になる,6.7M,4.66,985
284,The cool classmate ◯◯ years later...,Comedy-Romance-Sliceoflife,"
Kyutai X ",Ongoing,The Cool Classmate XX Years Later... ; Cool na Doukyuusei no ◯◯ Nengo… ; クールな同級生の◯◯年後... ; The Cool Classmate ◯◯ Years Later...,1.8M,4.65,542
285,I'm Addicted to Her,Comedy-Romance-Shounen-Sliceoflife-Sports,"
Oomi Tabi ",Ongoing,彼女のそれにやられてる ; Kanojo no Sore ni Yarareteru,1.6M,4.76,674
286,Climax Exorcism With A Single Touch!,Comedy-Harem-Horror-Mystery-Romance-Schoollife-Seinen-Supernatural,"
Akagi Hirotaka - Yuzuki N' ",Ongoing,Deatte hito Tsuki de Zecchou Jorei! @comic ; Dukun Cabul dari Jepang ; 一击绝顶除灵@comic ; 一擊絕頂除靈@comic ; 出会ってひと突きで絶頂除霊！@comic ; Deatte hito Tsuki de Zecchou Jorei!,1.7M,4.18,457
287,The Reincarnation Magician Of The Inferior Eyes,Action-Adventure-Fantasy-Harem,"
Hiro Touge - Yusura Citrus ",Ongoing,"Rettougan no Tensei Majutsushi, Rettou Me no Tensei Majutsushi ~ Shiitage Rareta Moto Yuusha wa Mirai no Sekai o Yoyuu de Ikinuku ~, 劣等眼の転生魔術師 ～虐げられた元勇者は未来の世界を余裕で生き抜く～",60.7M,4.43,10717
288,"Omiai Shitakunakatta node, Murinandai na Jouken wo Tsuketara Doukyuusei ga Kita Ken ni Tsuite",Comedy-Drama-Romance-Schoollife-Shounen,"
Sakuragi Sakura ",Ongoing,"About That Time I Didn’t Want to Have a Matchmaking Interview, So I Set Some Impossible Conditions and Then My Classmate Showed Up ; I Didn’t Want to Meet a Prospective Marriage Partner So I Set an Impossible Condition and Then My Classmate Came ; お見合いしたくなかったので、無理難題な条件をつけたら同級生が来た件について",194.1K,4.37,94
289,"Omiai Shitakunakatta node, Murinandai na Jouken wo Tsuketara Doukyuusei ga Kita Ken ni Tsuite",Comedy-Drama-Romance-Schoollife-Shounen,"
Sakuragi Sakura ",Ongoing,"About That Time I Didn’t Want to Have a Matchmaking Interview, So I Set Some Impossible Conditions and Then My Classmate Showed Up ; I Didn’t Want to Meet a Prospective Marriage Partner So I Set an Impossible Condition and Then My Classmate Came ; お見合いしたくなかったので、無理難題な条件をつけたら同級生が来た件について",194.1K,4.37,94
290,Joseon Sex Shop,Historical-Mature-Smut-Webtoons-Yaoi,"
Songmi ",Ongoing,Joseon Workshop ; Joseon Adult Toy Store ; Joseon Musical Workshop ; Joseon Sex Shop ; 汉阳工坊 ; 玩具工坊 ; 조선음구공방,475.8K,3.39,326
291,Unabiding to the Husband’s Virtue,Drama-Fantasy-Historical-Josei-Romance,"
猫猫头 ",Ongoing,Unabiding to the Husband’s Virtue manhua Bù Shǒu Fū Dé Unruly Husband 不守夫德 不守夫德(别名:撒娇女帝最好命) 撒娇女帝最好命 転生女帝は夫に徳を守らせたい,611.8K,4.4,35
292,How To Break Up With Him.,Drama-Smut-Yaoi,"
다롱 - 이오 - 박이끄 ",Ongoing,그와 헤어지는 방법,65.4K,3.48,33
293,Hero the Maximum,Action-Drama-Fantasy-Shounen-Manhwa,"
Park Jae-Yi ",Ongoing,히어로 더 맥시멈,4.3M,4.28,312
294,The Heavenly Emperor of Darkness,Action-Drama-Fantasy-Historical-Martialarts-Seinen-Manhwa,"
Son Yong Wan - Jangdam ",Ongoing,The Heavenly Emperor of Darkness,290.3K,4.43,93
295,The Werewolf Is Mine,Fantasy-Shounenai-Manhua,"
Yu Yan Wen Hua (欲言文化) ",Ongoing,拴好我的狼,58.6K,3.89,44
296,Atsumare! Fushigi Kenkyu-bu,Comedy-Harem-Romance-Schoollife-Shounen-Sliceoflife-Supernatural,"
Anbe Masahiro ",Ongoing,あつまれ！ふしぎ研究部 (Japanese); Assemble! Mysterious Research Club (English); Atsumare! Fushigi Kenkyuubu,31.1M,4.68,1924
297,"Koi de are, Koi de are, Koi de are",Comedy-Josei-Romance,"
Taku Youko ",Ongoing,恋であれ恋であれ恋であれ ;Koi de are Koi de are Koi de are,22.2K,4.2,5
298,Deatte hito Tsuki de Zecchou Jorei!,Comedy-Mystery-Romance-Schoollife-Seinen-Supernatural,"
Akagi Hirotaka - Yuzuki N' ",Ongoing,Deatte hito Tsuki de Zecchou Jorei! @comic ; Deatte hito Tsuki de Zecchou Jorei! ; 一击绝顶除灵 ; 出会ってひと突きで絶頂除霊！@comic,1.7M,4.42,336
299,The edge of ambiguity,Romance,"
Ez ",Ongoing,모호함의 언저리,568K,3.81,195
300,My Financial Backer is Only 5 Years Old,Drama-Romance,"
Updating ",Ongoing,My Patronizer Is 5 Years Old / My Patron Is Only 5 Years Old / Wo De Jin Zhu Zhi You 5 Sui / Wǒ De Jīn Zhǔ Zhǐ Yǒu 5 Suì / Your Heart Is Safe Now / 幸せのカタチ～御曹司の5歳児と疑似家族になったら～ / 我的金主只有5岁,192.9K,4.47,38
301,Abnormal Rommate,Mature-Romance-Smut-Webtoons-Yaoi,"
Lee Sohan - Yeon Yura ",Ongoing,Abnormal Roommate ; 어브노말 룸메이트,10K,3.44,16
302,I’m Actually a Cultivation Bigshot,Action-Comedy-Drama-Fantasy-Harem-Martialarts-Sliceoflife-Manhua,"
乱室佳人 - 绘世Tony ",Ongoing,Yuan Lai Wo Shi Xiu Xian Da Lao ; I Am a Cultivation Bigshot ; I'm Actually a Cultivation Big shot ; I'm Actually a Cultivation Bigshot ; So I Am the Godfather of Immortal Cultivation ; Turns Out I’m a Great Cultivator ; Yuán Lái Wǒ Shì Xiū Xiān Dà Lǎo ; 原来我是修仙大佬,18.7M,"rate :
4.66/
5",5
303,Form of Broken Love,Drama-Romance-Shounenai-Yaoi,"
岛上Project ",Ongoing,Siduitou Zhuma Fanchele!?! ; Sǐduìtóu Zhúmǎ Fānchēle!?! ; The Children Frienemy Is Derailed!?! ; 死对头竹马翻车了！？！,217.4K,3.58,67
304,King of Manifestations,Action-Adventure-Fantasy-Manhua,"
Tian Can Tu Dou - Bart.d - Dr. Daji ",Ongoing,"Absolute Resonance / Absolute Resonance manhua / 万相之王, King of Manifestations ,King of Myriad Idols",16M,4.32,629
305,Kamonohashi Ron no Kindan Suiri,Mystery,"
Amano Akira ",Ongoing,Ron Kamonohashi: Deranged Detective ; Рон Камонохаши: Невменяемый Детектив ; 鴨乃橋ロンの禁断推理,1.6M,4.68,229
306,GENTLE TYRANT,Action-Drama-Fantasy-Shoujo-Manhwa,"
Lucy - Choi Mongsil ",Ongoing,The Tyrant's Soft Side ; Gentle Tyrant ; Kaisar Tiran yang Lembut ; Soft Tyrant ; The Gentle Tyrant ; Нежный тиран ; 優しい暴君 ; 残暴皇帝的新娘 ; 残酷皇帝的新娘 ; 부드러운 폭군,5M,3.29,177
307,Vanitas no Shuki,Action-Comedy-Fantasy-Historical-Mystery-Scifi-Shounen-Supernatural,"
Mochizuki Jun ",Ongoing,ヴァ二タスの手記 ; Les Mémoires de Vanitas ; Memoir of Vanitas ; The Case Study of Vanitas ; Vanitas no Chart ; Vanitas no Karute ; Vanitas no Memorandum,5.6M,4.78,781
308,Soundless Cosmos,Adventure-Drama-Fantasy-Romance-Shoujo-Webtoons-Manhwa,"
Bing Ding - Lin Zaoshang - Si Tong ",Ongoing,宇宙琴未响,981.7K,4.45,150
309,In-house stalking is prohibited,Drama-Romance-Shoujo,"
Moon Chae-Ah - Omato - Kim Hyorim ",Ongoing,"No Snooping, Please ; In-House Stalking Is Prohibited ; Office Stalking Is Prohibited ; 社内ストーキングを禁止します ; 사내 스토킹을 금지합니다",1.2M,4.52,42
310,Martial Peak,Action-Adventure-Fantasy-Harem-Martialarts-Shounen,"
Momo (Ii) ",Ongoing,Wǔ Liàn Diān Fēng ; Wǔ Liàn Diānfēng ; Вершина боевых искусств ; Пик боевых искусств ; 武炼巅峰 ; Võ Luyện Đỉnh Phong ; Wu Lian Dian Feng ; Wu Lian Dianfeng ; 무련전봉 ; The Pinnacle of Martial Arts ; MP ; ذروة الفنون القتالية ; مارشال بيك,385M,"rate :
4.36/
5",5
311,Sora wo Matotte,Comedy-Drama-Mystery-Schoollife-Seinen-Sliceoflife,"
Komi Shinya ",Ongoing,空をまとって ; Wear the Sky,60.3K,4.79,71
312,Kinyobi wa Atelier de,Comedy-Romance,"
Hamada Sakura ",Ongoing,Friday In The Atelier ; Friday's (Secret) Meeting At The Atelier ; 周五相约在画室 ; 週五相約在畫室 ; 金曜日はアトリエで,350.9K,4.66,89
313,Swordmaster’s Youngest Son,Action-Adventure-Drama-Fantasy-Supernatural-Manhwa,"
Azi - Lee Je-Won (이제원) ",Ongoing,Youngest Son of the Renowned Swordsmanship Clan ; 검술명가 막내아들 ; The Youngest Son of a Renowned Family of Swordsmen ; Младший сын фехтовальщика,39.9M,"rate :
4.75/
5",5
314,Yuan Zun,Action-Fantasy-Martialarts-Shounen,"
Future Days Media ",Ongoing,元尊 ,87.8M,"rate :
4.64/
5",5
315,Lies Become You,Drama-Fantasy-Historical-Josei-Mature-Romance,"
Seoru (Ii) - Danbi ",Ongoing,Las mentiras disfrazadas en tí ; On the Same Boat ; While on the Same Boat ; 你即謊言 ; 同乘一艘船的關係 ; 한배를 탄 사이,2.9M,4.67,140
316,MAVE: Another World,Drama-Fantasy,"
Cho Yunkyung (Whynotme) ",Ongoing,MAVE: Dunia Baru / MAVE: もうひとつの世界 / MAVE: 另一个世界 / MAVE: 또 다른 세계,38.9K,4,9
317,Astral Pet Store,Action-Adventure-Fantasy-Martialarts-Supernatural-Manhua,"
阅文漫画 ",Ongoing,Chao Shen Chong Shou Dian ; Chāo Shén Chǒng Shòu Diàn ; Cửa hàng sủng thú siêu thần ; Super God Pet Shop ; 超神宠兽店,15.9M,"rate :
4.75/
5",5
318,Debut or Die,Comedy-Drama-Fantasy-Shounen-Sliceoflife,"
Baek Deoksoo - Soheun ",Ongoing,"데뷔 못 하면 죽는 병 걸림 ; If I Fail to Debut, I’ll Get a Killer Disease ; Debut or Death",4M,4.68,642
319,Debut or Die,Comedy-Drama-Fantasy-Shounen-Sliceoflife,"
Baek Deoksoo - Soheun ",Ongoing,"데뷔 못 하면 죽는 병 걸림 ; If I Fail to Debut, I’ll Get a Killer Disease ; Debut or Death",4M,4.68,642
320,Living With The Vampire Lady,Comedy-Romance,"
映梦社 ",Ongoing,和吸血鬼姐姐同居了; Hé Xīxuèguǐ Jiějiě Tóngjūle ; Living With a Vampire Sister ; Living With the Vampire Lady ; 和吸血鬼姐姐同居了,206.8K,4.78,366
321,Boundless Necromancer,Action-Adventure-Fantasy-Manhwa,"
Seonun - 2Salang ",Ongoing,The Boundless Necromancer ; 나 혼자 특성빨로 무한 성장,17.7M,"rate :
4.76/
5",5
322,New Year's Passion,Drama-Romance-Shounenai-Webtoons-Yaoi,"
Bori ",Ongoing,The Struggles of a Younger Top ; 年下攻受难记 ; 我与哥哥的拉锯战 ; 연하공 수난기,200.7K,4.05,59
323,New Year's Passion,Drama-Romance-Shounenai-Webtoons-Yaoi,"
Bori ",Ongoing,The Struggles of a Younger Top ; 年下攻受难记 ; 我与哥哥的拉锯战 ; 연하공 수난기,200.7K,4.05,59
324,I Asked My First Girlfriend Why She Went Out with Me,Psychological,"
Iwaba Junki ",Ongoing,初めて出来た彼女に何で付き合ってくれたのか訊いてみた ; Hajimete Dekita Kanojo ni Nande Tsukiattekureta no ka Kiitemita,808.8K,3.49,340
325,A Symbiotic Relationship Between A Rabbit And A Black Panther,Action-Adventure-Comedy-Drama-Fantasy-Romance-Supernatural,"
Boicha - 야식먹는중 ",Ongoing,The Symbiotic Relationship Between A Rabbit And A Black Panther / Symbiotic Relationship Between Rabbit And Black Panther / 토끼와 흑표범의 공생 관계,35.9M,4.85,5887
326,"After Ten Years of Chopping Wood, Immortals Begged To Become My Disciples",Action-Comedy-Fantasy-Harem-Mystery-Manhua,"
Updating ",Ongoing,"After Ten Years of Chopping Wood, Immortals Begged To Become My Disciples",14.6M,"rate :
4.52/
5",5
327,The Hero is Standing in My Way,Comedy-Drama-Fantasy-Romance-Webtoons-Manhwa,"
Updating ",Ongoing,The Hero is Standing in My Way / 남자 주인공이 내 앞길을 가로막는다 / A male protagonist is blocking my way,5.2M,4.32,133
328,Academy’s Genius Swordsman,Action-Fantasy-Shounen-Manhwa,"
Seok Wando - Sich ",Ongoing,Academy’s Genius Swordsman ;Academy's Genius Swordmaster,390.4K,4.83,356
329,Auto Hunting With My Clones,Action-Adventure-Drama-Fantasy-Shounen-Manhwa,"
Chassi - Opal - 차씨 - 오팔 - 제이알매니지먼트 ",Ongoing,분신으로 자동사냥 ; Bunsin-eulo Jadongsanyang ; Авто-охота с клонами,19.6M,"rate :
4.56/
5",5
330,Villain Lady Wishes to Be Like Nightingale,Comedy-Fantasy-Historical-Romance-Shoujo-Isekai,"
Sato - Oda Suzuka ",Ongoing,Akuyaku Reijou wa Yoru Tsugedori o Mezasu ; Akuyaku Reijou wa Nightingale wo Mezasu ; Akuyaku Reijou wa Yoru Tsugedori (Nightingale) o Mezasu ; The Villainess Who Became a Nightingale ; 恶役千金目标是成为夜告鸟 ; 悪役令嬢は夜告鳥〈ナイチンゲール〉をめざす ; 悪役令嬢は夜告鳥をめざす,4.9M,4.46,190
331,Futoukou no Nichijou,Comedy-Sliceoflife,"
Kuon Makoto ",Ongoing,The Everyday Life of a Truant ; 不登校の日常 ; La vida diaria de una chica que no quiere ir a la escuela,26.3K,3.6,42
332,Madou no Keifu,Fantasy-Historical-Shounen,"
Satou Sakura - Inuzuka Hiro ",Ongoing,Truth Weavers ; 魔導の系譜,6.8M,4.69,1107
333,Hoarding in Hell,Action-Adventure-Fantasy-Webtoons-Manhwa,"
Coby - Corgi Bear - 코기베어 - 김동훈 ",Ongoing,地狱独食 ; 地獄で独り占め ; 지옥에서 독식,36.7M,"rate :
4.69/
5",5
334,I Want To Drink Your Tears,Comedy-Romance-Schoollife-Shounen-Sliceoflife,"
Hirose Ayumu ",Ongoing,I Want To Drain Your Tears ; Kimi no namida o nomihoshitai ; 君の涙を飲み干したい,2.3M,4.67,533
335,I Want To Drink Your Tears,Comedy-Romance-Schoollife-Shounen-Sliceoflife,"
Hirose Ayumu ",Ongoing,I Want To Drain Your Tears ; Kimi no namida o nomihoshitai ; 君の涙を飲み干したい,2.3M,4.67,533
336,Merry Marbling,Comedy-Drama-Romance-Schoollife-Sliceoflife,"
Pengki ",Ongoing,메리 마블링; Merry Marbling 云石般的我们,423K,3.83,119
337,"Despite Coming From the Abyss, I Will Save Humanity",Action-Adventure-Comedy-Drama-Fantasy-Mystery-Romance-Supernatural-Manhua,"
Melon Bread Comics - 一簇西语 - 漫诗居士 ",Ongoing,"来自深渊的我今天也要拯救人类 ; Láizì Shēnyuān De Wǒ Jīntiān Yěyào Zhěngjiù Rénlèi ; Laizi Shenyuan De Wo Jintian Yeyao Zhengjiu Renlei ; I Who Came From Hell Also Want Save Mankind ; I, The Abyssal, Have Decided to Save Humanity Again Today",4.6M,4.31,871
338,Confession Attack,Comedy-Romance-Schoollife-Sliceoflife,"
늠개 ",Ongoing,고백어택,7.6K,4.88,25
339,Science Club Girl,Comedy-Romance-Schoollife,"
Koikawa Hayato ",Ongoing,科学部ガール ; Kagakubu Gaaru ; Science Department Girl ; Garota do clube de ciências,31.9K,4.97,31
340,Limited Run,Romance-Webtoons-Yaoi,"
Kim Eunji ",Ongoing,리미티드 런,3.7M,4.13,633
