,name,genre,author,status,alt_title,views,score,nb_votes
341,Daisy: How to Become the Duke's Fiancée,Drama-Romance,"
Lisabel ",Ongoing,Daisy: How to Become the Duke's Fiancée Deijii ~Koushaku no Fianse ni Naru Houhou~ 데이지 - 공작의 혼약자가 되는 법 デイジー～公爵の婚約者になる方法～,29.3M,4.76,3835
342,SKETCH,Yaoi,"
도삭 ",Ongoing,스케치,155.2K,4.51,55
343,My Boss Can’t Sleep Without Me,Drama-Fantasy-Romance-Webtoons-Manhwa,"
Googong - Kahyun ",Ongoing,Suspicious Sleep With the Boss / My Boss Can't Sleep Without Me / Clause nocturne / 상사와의 수상한 잠자리,62.3K,4.59,17
344,Momo to Manji,Comedy-Drama-Historical-Romance-Yaoi,"
Sakura Sawa ",Ongoing,百と卍 ; Manji,754.1K,3.36,208
345,Secret Inside My Head,Comedy-Drama-Romance-Sliceoflife-Erotica,"
Chaegu ",Ongoing,은밀한 머릿속 사정 ; Pensamientos Secretos,610.4K,4.18,112
346,Crossing the Line,Drama-Schoollife-Yaoi,"
Pangin - Hudadak ",Ongoing,Borderline Crossing / 선 넘는 사이,2.4M,3.4,388
347,The Strongest Brave Man of the Black Wizard,Action-Adventure-Comedy-Drama-Fantasy-Harem-Romance-Supernatural,"
Yuri Kimura - Meguru Seto - Johndee ",Ongoing,"The Mightiest Hero of Black ~My Party Members Betrayed Me so I’ll Stick With The Strongest Monster~,Shikkoku Tsukai No Saikyou Yuusha ~Nakama Zenin Ni Uragirareta No De Saikyou No Mamono To Kumimasu~,The Brave Jet Black Wizard: I Got Betrayed By My Comrades So I United With The Ultimate Monster,漆黒使いの最強勇者　〜仲間全員に裏切られたので最強の魔物と組みます〜,漆黒使いの最強勇者　仲間全員に裏切られたので最強の魔物と組みます,Hero of Darkness,Shikkoku Saikyo,Shikkoku tsukai no saikyo yusha nakama zen’in ni uragira retanode saikyo no mamono",16.3M,4.29,1736
348,Dunking on Succubi in Another World,Action-Adventure-Seinen-Isekai-Erotica,"
Kuzirazio ",Ongoing,サキュバスなんかに負けない異世界生活 ; Succubus naka ni makenai isekai seikatsu,520.5K,3.45,235
349,Masamune-kun no Revenge: Engagement,Comedy-Romance,"
Takeoka Hazuki ",Ongoing,Masamune-kun's Revenge: Engagement ; 政宗くんのリベンジ -engagement-,225.9K,3.71,210
350,Masamune-kun no Revenge: Engagement,Comedy-Romance,"
Takeoka Hazuki ",Ongoing,Masamune-kun's Revenge: Engagement ; 政宗くんのリベンジ -engagement-,225.9K,3.71,210
351,Marshal Is Jealous Everyday,Drama-Webtoons,"
Bian Yue Wenhua ",Ongoing,少帅每天都在吃醋,13.9M,4.19,1040
352,Flavors of Reincarnation,Drama-Fantasy-Josei-Romance,"
Hwang Mi-Ri ",Ongoing,Nuguui Aileul Nah-eulkka ; Reincarnated Beauty’s Love Affairs ; Tensei Bijo no Ren’ai Jijou ; Whose Child Are You Going to Give Birth To? ; Whose Child Should I Give Birth To? ; 転生美女の恋愛事情 ; 누구의 아이를 낳을까,390.3K,4.08,13
353,Pyeonghwa Restaurant,Comedy-Fantasy-Shounen-Sliceoflife,"
Tyang ",Ongoing,The Restaurant of Peace; Peace Restaurant,228.4K,4.67,147
354,The Remarriage Contract,Drama-Josei-Romance,"
설우희 ",Ongoing,"또다시, 계약 부부 ; A Contractual Couple Again ; Please Marry Me Again ; Let's Get Married Again",3.8M,4.53,273
355,"Sorry, But I Am Just a Normie",Action-Adventure-Drama-Fantasy-Romance-Manhwa,"
Chaulenjeu - Saegchae ",Ongoing,"I'm Sorry but I'm a Normal Person; I'm Sorry but I'm an Original Person; I'm Sorry, but I'm a Normal Person; I'm Sorry, but I'm a Regular Person; 죄송한데 제가 일반인이라서요",61.8K,3.74,19
356,Guiding Light,Drama-Mature-Romance-Smut-Webtoons-Yaoi,"
Clarju ",Ongoing,Dawn (Clarju) ; 동살,795.8K,3.82,204
357,Mermaid Bride of The Dragon King,Fantasy-Historical-Mystery-Romance-Manhua,"
Xianyu Culture ",Ongoing,Mermaid Bride of The Dragon King,844.5K,4.57,21
358,Lovely Fish,Fantasy-Historical,"
Rainbow Manhua - Xi Qianqian ",Ongoing,鲛人崽崽三岁啦,2.4M,4.71,431
359,Zero - The Man of the Creation,Adventure-Drama-Mature-Mystery-Seinen-Supernatural,"
Ai Eishi - Satomi Kei ",Ongoing,ゼロ (里見桂) (Japanese); ゼロ―THE MAN OF THE CREATION; 巧手天匠 (Chinese),1M,4.52,83
360,MookHyang - Dark Lady,Fantasy-Webtoons,"
Lee Jae Heon - Gugis - Jeondongjo ",Ongoing,묵향 다크레이디,55.6M,"rate :
4.18/
5",5
361,Sun-Kissed Heartbeats,Romance-Schoollife-Shounenai-Webtoons-Yaoi,"
Uldo ",Ongoing,The Sun Is Shining ;햇빛은 쨍쨍 ,32.4K,3.96,70
362,Sun-Kissed Heartbeats,Romance-Schoollife-Shounenai-Webtoons-Yaoi,"
Uldo ",Ongoing,The Sun Is Shining ;햇빛은 쨍쨍 ,32.4K,3.96,70
363,Babylon,Drama-Mystery-Psychological-Seinen,"
Mado Nozaki ",Ongoing,バビロン,17.9K,3.92,13
364,Winning Pass,Comedy-Schoollife-Shounen-Sports,"
Sakamoto Tatsuya ",Ongoing,ウイニング パス,1.7M,4.72,158
365,Divine Soul Emperor,Action-Adventure-Drama-Fantasy-Historical-Martialarts-Tragedy,"
大行道动漫 ",Ongoing,Emperor Wu ; God Soul Emperor ; Shénhún wǔdì ; 神魂武帝,23.2M,4.49,1150
366,Urban: I Have a New Identity Weekly,Action-Harem-Martialarts-Schoollife,"
软糖骑士 ",Ongoing,Wo Mei Zhou Yige Xin Shenfen ; I Have a New Identity Every Week ; Urban: I Have a New Identity Weekly ; Wǒ Měi Zhōu Yīgè Xīn Shēnfèn ; 我每周一个新身份,3.3M,4.26,772
367,Urban: I Have a New Identity Weekly,Action-Harem-Martialarts-Schoollife,"
软糖骑士 ",Ongoing,Wo Mei Zhou Yige Xin Shenfen ; I Have a New Identity Every Week ; Urban: I Have a New Identity Weekly ; Wǒ Měi Zhōu Yīgè Xīn Shēnfèn ; 我每周一个新身份,3.3M,4.26,772
368,Urban Rebellion,Action-Drama-Fantasy-Martialarts-Shounen,"
Manlywood - 漫莱坞 - Chuanqi Man Ye - Erciyuan ",Ongoing,Reborn as God of Destruction ; City of Heaven ; Rebellion of the City ; Urban Rebellion ; 人生リセット ; 都市之逆天仙尊,22.5M,4.41,2714
369,Lop-Eared Guard,Drama-Romance-Shounenai,"
Changpei Literature - Lin Qian - 原点格子漫画 ",Ongoing,Attendant With Dangling Ears ; cezs ; Chui Er Zhi Shi ; Chuí Ěr Zhí Shì ; Deacon Lop ; Everlasting Love. ; 垂耳执事,1.1M,3.94,186
370,Soul Land V,Action-Adventure-Fantasy-Martialarts-Supernatural-Manhwa,"
Tang Jia San Shao ; 神漫君 ",Ongoing,Combat Continent V - Reborn For You ; Douluo Dalu 5 - Reborn For You ; Douluo Dalu 5 Chongsheng Tangsan ; Soul Land 5 ; Soul Land 5 - Reborn For You ; Soul Land V - The Rebirth of Tang San ; 斗罗大陆 5 重生唐三,13.1M,4.6,655
371,Dance Dance Danseur,Drama-Romance-Schoollife-Seinen-Sliceoflife-Sports,"
George Asakura ",Ongoing,Danse Danse Danseur ; ダンス・ダンス・ダンスール,4.7M,4.2,403
372,Logging in as a Monster,Action-Drama-Fantasy,"
Whynotme Productions - Yeti ",Ongoing,Login Sebagai Monster ; Log in as a Monster ; 몬스터로 로그인,1.4M,4.33,207
373,I Can Have Infinite Epiphanies,Action-Drama-Fantasy-Historical-Martialarts-Shounen,"
星灵动漫 ",Ongoing,"Wo Keyi Wuxian Dunwu , Wǒ Kěyǐ Wúxiàn Dùnwù , 我可以无限顿悟",4.3M,4.33,300
374,I Can Have Infinite Epiphanies,Action-Drama-Fantasy-Historical-Martialarts-Shounen,"
星灵动漫 ",Ongoing,"Wo Keyi Wuxian Dunwu , Wǒ Kěyǐ Wúxiàn Dùnwù , 我可以无限顿悟",4.3M,4.33,300
375,The New Legend of the Strongest Man Kurosawa,Comedy-Drama-Historical-Psychological-Seinen-Sliceoflife,"
Fukumoto Nobuyuki ",Ongoing,The New Legend of A Strongest Man Kurosawa ; 新黒沢 最強伝説 ; Shin Kurosawa - Saikyou Densetsu,724.4K,4.53,43
376,Shoko Sensei!,Comedy-Schoollife-Seinen-Sliceoflife,"
Najimi ",Ongoing,しょうこセンセイ！ ; Shouko-Sensei!,188.3K,4.51,70
377,Yahari Ore no Seishun Rabukome wa Machigatte Iru. @ Comic,Comedy-Psychological-Romance-Schoollife-Seinen,"
Watari Wataru ",Ongoing,やはり俺の青春ラブコメはまちがっている。@comic ; My Youth Romantic Comedy Is Wrong as I Expected @ Comic ; Yahari Ore no Seishun Love Comedy wa Machigatte Iru. @ Comic,742.7K,4.43,128
378,Wind Breaker,Comedy-Drama-Romance-Sports-Tragedy-Webtoons-Manhwa,"
Jo Yongseuk ",Ongoing,윈드브레이커 (Korean),81.4M,"rate :
4.66/
5",5
379,The Constellations Are My Disciples,Action-Drama-Fantasy-Shounen-Manhwa,"
Inus Studio - Indoor Kim - Cha Ji Woon ",Ongoing,성좌들이 내 제자,12.3M,"rate :
4.78/
5",5
380,Shenwu Tianzun,Action-Adventure-Fantasy-Martialarts-Webtoons,"
Unknown ",Ongoing,"Shénwǔ tiānzūn ; 神武天尊,",28.6M,4.5,3897
381,Onimomogatari,Comedy-Seinen-Sliceoflife-Supernatural,"
Yanagi Akihito ",Ongoing,おにももがたり ; Oni Peach Tale,20.3K,3.94,18
382,Yureka,Action-Adventure-Comedy-Fantasy-Genderbender-Romance-Scifi-Shounen,"
Son Hee-Joon ",Ongoing,Юрека ; 유레카 ; id entity ; Identity ; iD_eNTITY ; Yureka - Thế giới đã mất,2.9M,4.52,100
383,"Even Though She's the Losing Heroine, The Bakeneko-chan Remains Undaunted",Comedy-Romance-Sliceoflife,"
Yaki Tomato ",Ongoing,負けヒロインだけどめげない化け猫ちゃ ; Make Heroine Dakedo Megenai Bakenekocha,25K,4.5,30
384,Ex-Husband Wants To Marry Again,Drama-Fantasy-Romance-Shounenai-Yaoi,"
书耽网 - 糖糕很甜 ",Ongoing,El ex-esposo quiere casarse de nuevo ; My Ex-Husband Wants to Remarry Again ; Qianfu You You You Xiang Fuhunle ; Qiánfū Yòu Yòu Yòu Xiǎng Fùhūnle ; 前夫又又又想复婚了,946K,3.42,221
385,Danshiryou no Omocha,Yaoi,"
Kikunosuke ",Ongoing,Danshiryou no Niku Dorei - Kichiku ni Kawareta 3 Nenkan ; 男子寮の玩具 ; 男子寮の肉奴隷-鬼畜に飼われた3年間,328.6K,3.77,86
386,Master Huo Fails To Pursue His Wife,Drama-Fantasy-Josei-Romance,"
漫神共创 ",Ongoing,Master Huo Fails In Chasing His Wife ; 霍少追妻又翻车了 ; Huò Shǎo Zhuī Qī Yòu Fānchēle,288.9K,4,26
387,Heavenly Eats,Comedy-Drama-Sliceoflife,"
Myoung Rang ",Ongoing,"God of Delivery, Delivery God, 配達의 神, 배달의 신",323.7K,3.7,33
388,Raven Saga,Fantasy-Webtoons-Manhwa,"
Chihiro Howe ",Ongoing,Raven Saga,229.6K,4.55,47
389,How to Serve the Vampire,Mature-Romance-Smut-Supernatural-Yaoi,"
Gided ",Ongoing,How to Serve That Vampire ; Ways To Take Care Of Vampires ; 服侍吸血鬼的方法 ; 照顾吸血鬼的方法 ; 그 뱀파이어를 모시는 법,675.4K,4.01,155
390,Satan's Bride,Fantasy-Romance-Webtoons-Manhwa,"
Huyusora - Lee Donghee ",Ongoing,왕의 공녀 / Wangui Gongnyeo / The King's Concubine / ニンゲンですが魔王に嫁ぐことになりました / La Promise du Roi Démon / Gadis Untuk Sang Raja / Satan's Bride/ Ningen Desuga Maou Totsugu Koto Ni Narimashita,2M,3.94,34
391,Satan's Bride,Fantasy-Romance-Webtoons-Manhwa,"
Huyusora - Lee Donghee ",Ongoing,왕의 공녀 / Wangui Gongnyeo / The King's Concubine / ニンゲンですが魔王に嫁ぐことになりました / La Promise du Roi Démon / Gadis Untuk Sang Raja / Satan's Bride/ Ningen Desuga Maou Totsugu Koto Ni Narimashita,2M,3.94,34
392,Ningen Desuga Maou Totsugu Koto Ni Narimashita,Fantasy-Romance,"
Lee Dong Hee ",Ongoing,왕의 공녀,10.9M,4.7,1887
393,Ningen Desuga Maou Totsugu Koto Ni Narimashita,Fantasy-Romance,"
Lee Dong Hee ",Ongoing,왕의 공녀,10.9M,4.7,1887
394,Ningen Desuga Maou Totsugu Koto Ni Narimashita,Fantasy-Romance,"
Lee Dong Hee ",Ongoing,왕의 공녀,10.9M,4.7,1887
395,NOiSE,Action-Horror-Mature-Scifi-Seinen,"
Nihei Tsutomu ",Completed,NOiSE ; Нойз ; NOiSE,428K,4.59,41
396,Noise,Drama-Seinen,"
Tetsuya Tsutsui ",Ongoing,ノイズ【noise】 ; 噪音【noise】,138.5K,4.58,43
397,The Castle: Ghost-eyed Bride,Action-Drama-Fantasy-Historical,"
Hyeyong - Jin Soye ",Ongoing,El castillo – La novia de Gwian ; The Castle (Pikan) ; The Castle - Cô dâu của quỷ ; The Castle: Ghost-Eyed Bride ; The Castle: The Prince's Bride ; Замок — Невеста Гвиана ; القلعة ; 더 캐슬 ; 더 캐슬 - 귀안의 신부,78.3K,4.72,29
398,There Were Times When I Wished You Were Dead,Drama-Fantasy-Romance,"
Aran - Jin Seo ",Ongoing,네가 죽기를 바랄 때가 있었다,9.5M,4.14,1717
399,Moon Slayer,Action-Drama-Fantasy,"
Col - Eihei Studio ",Ongoing,Zhan Yue ; 斩月 ; Moon Chopping ; Reborn as a Skeleton,306.1K,4.67,319
400,Becoming the Treasured Pet of Five Big Shots,Fantasy-Romance-Manhwa-Manhua,"
北京铭仑文化 ",Ongoing,我成了五个大佬的掌心宠 ;Becoming the Treasured Pet of 5 Big Shots; Becoming the Treasured Pet of Five Big Shots ; I Have Become 5 Big Shots' Palm Pet ; Wo Chengle Wu Ge Da Lao De Zhangxin Chong ; Wǒ Chéngle Wǔ Gè Dà Lǎo De Zhǎngxīn Chǒng ; The Apple of Five Men's Eye ; 我成了五个大佬的掌心宠,395.5K,3.03,30
401,Chiisai Boku no Haru,Comedy-Romance-Schoollife-Shounen-Sports,"
Atsumi Takeru ",Ongoing,Spring of Little Me ; 小さい僕の春,372.9K,4.75,195
402,Tomorrow (Llama),Action-Drama-Fantasy-Shoujo-Supernatural-Manhwa,"
Llama ",Ongoing,내일 (Korean); Naeil,300.1K,4.38,13
403,Did You Reject Mr.Lu Today?,Adventure-Drama-Romance,"
Iciyuan动漫 ",Ongoing,"Mr Lu?,今天拒绝陆先生了吗？ ; Do I Refuse Mr. Lu Today? ; Jetzt wird der Spieß umgedreht ; Jin Tian Ju Jue Lu Xian Sheng Le Ma? ; Jīn Tiān Jù Jué Lù Xiān Shēng Le Ma? ; Non merci, monsieur le PDG ; Refuse Mr. Lu ; Turn Him Down 100 Times ; Turning the Tables with a CEO ; 今天拒绝陆先生了吗？ ; 腹黒社長にハメられました ; 대표님, 오늘은 아니에요",887.3K,4.49,75
404,"I’m Sick and Tired of My Childhood Friend’s, Now Girlfriend’s, Constant Abuse so I Broke up With Her",Drama-Romance-Schoollife-Shounen,"
U35 - Manimani Ononata - Hige ",Ongoing,Osananajimi Kanojo no Morahara ga Hidoi n de Zetsuen Sengen Shite Yatta ; 幼馴染彼女のモラハラがひどいんで絶縁宣言してやった ; 幼馴染彼女のモラハラがひどいんで絶縁宣言してやった ~自分らしく生きることにしたら、なぜか隣の席の隠れ美少女から告白された~,3.9M,4.61,1438
405,My Apprentice Is Actually the Empress,Manhua,"
子曰文化 ",Ongoing,My Apprentice Is Actually the Empress ;Wǒ De Túdì Jūrán Shì Nǚdì ;Wo De Tudi Juran Shi Nvdi ; 我的徒弟居然是女帝,262K,4.67,159
406,Di Qiu Di Yi Jian,Action-Adventure-Martialarts-Manhua,"
两只猫先生 ",Ongoing,Dì Qiú Dì Yī Jiàn ; The First Sword of Earth ; 地球第一剑,11.1M,4.64,863
407,Overprotective Lady,Fantasy-Romance-Sliceoflife-Isekai,"
Updating ",Ongoing,과보호 아가씨,6.4M,4.56,192
408,All Starts With Ubume,Action-Adventure-Martialarts-Mystery-Shounen-Supernatural-Manhua,"
China Manhua - Zhihua Comics ",Ongoing,nother Beginning With the Guhuo Bird ; Bắt Đầu Từ Cửu Đầu Điểu ; Rebirth with A Second Chance ; Second Chance (China Manhua) ; The Beginning From Gu Huo Niao ; The Beginning with Gu Huo Niao ; The Start Again with Gu Huo Niao ; Xuyên Không Thành Chim ; 从姑获鸟开始,2.6M,4.08,103
409,I Picked Up An Attribute,Action-Martialarts-Mecha,"
Ciweimao ",Ongoing,我捡起了一地属性,21.6M,4.32,2151
410,I Became the Lousy Side Top,Comedy-Drama-Romance-Shounenai-Sliceoflife-Isekai,"
Backill - Robo - Seulki - Erim ",Ongoing,I Become a Boring Supporting Top Character ; I Become the Boring Second Male Lead ; Я стал глупым второстепенным персонажем ; 찌질한 서브공이 되었습니다 ; 찌질한 서브공이 되었습니다.,1.7M,4.24,268
411,Lavender in June,Drama-Romance-Shoujoai,"
Bamhee ",Ongoing,6월의 라벤더,38.4K,2.53,72
412,Very Tender Amae-chan!,Comedy-Romance-Shounen-Sliceoflife,"
Chilt ",Ongoing,Tottemo Yasashii Amae-chan! ; とっても優しいあまえちゃん！,285.7K,3.17,140
413,Dokgo 3,Action-Manhwa,"
Updating ",Ongoing,Dokgo 3,39.3K,3.6,5
414,Brilliantly Beautiful White Lotus Teaching Online,Drama-Romance-Shounenai-Manhua,"
五彩石漫画社 - 진수윤(까망소금) ",Ongoing,Seize My Boyfrien ; The White Lotus Is Online And Teaching ; Tuyệt Mỹ Bạch Liên Online Dạy Học ; 【快穿】绝美白莲在线教学 ; 绝美白莲在线教学,1.8M,3.81,609
415,The Great Master Sunyoo,Action-Drama-Fantasy-Historical-Martialarts-Shounen-Tragedy-Manhwa,"
No Kyoungchan (노경찬) - Park Chang-Hwan (박창환) ",Ongoing,"Daesahyong Sonnyu ; Sonnyu, the Great Master ; The Great Master ; The Great Master Sunyoo ; 대사형 선유",9.5M,4.36,392
416,Study Group,Action-Drama-Martialarts-Schoollife-Shounen,"
Hyungwook Shin ",Ongoing,스터디그룹,60.4M,"rate :
4.73/
5",5
417,Ulzzang Era,Drama,"
Park Tae Jun Comics Company - Man's Story ",Ongoing,Ulzzang Generation ; 얼짱시대,12.8K,4.85,20
418,Hikizan Tautology,Romance-Schoollife,"
柾塚ちい ",Ongoing,ひきざんトートロジー ; 减法累述,189.2K,4.53,490
419,Miyori no Nai Onnanoko,Comedy-Romance-Sliceoflife,"
Endo ",Ongoing,Miyori no Nai Onnanoko ; A Girl With No Relatives ; 身寄りのない女の子,5.2M,4.55,1001
420,The Duke of Cold Blood's Plan of Attack,Fantasy-Harem-Josei-Romance-Shoujo-Manhua,"
Daxingdao Animation - 大行道动漫 ",Ongoing,El Plan De Ataque Del Duque a Sangre Fria ; Lengxue Gongjue Gonglve Jihua ; Lěngxuè Gōngjué Gōnglüè Jìhuà ; Plan Estratégico del Duque a sangre fría ; Romance With Vampires ; The Cold-Blooded Duke's Attack Strategies ; The Cold-Blooded Duke's Strategy Plan ; The Duke of Cold Blood Plan of Attack ; 冷血公爵の攻略方法 ; 冷血公爵攻略计划,1.1M,4.25,105
421,Outrageous Prodigal,Action-Adventure-Comedy-Fantasy-Harem-Martialarts-Manhua,"
Extreme Culture ",Ongoing,Cực Phẩm Bại Gia Tử ; Super Spendthrift ; Supreme Prodigal ; 放蕩のすすめ ; 极品败家子,998.4K,3.93,198
422,Hanlim Gym,Action-Martialarts-Shounen-Sports-Webtoons-Manhwa,"
Hyeseong ",Ongoing,Hallim Gymnasium ; Young FC P.V.P ; 한림체육관,8.8M,4.55,412
423,The Ultimate of All Ages,Action-Adventure-Fantasy-Martialarts-Shounen-Isekai,"
Jack Norway - Tai Yi Shui Sheng ",Ongoing,The Ancient Sovereign of Eternity ; The Eternal Supreme ; 万古至尊,41.5M,"rate :
4.7/
5",5
424,A Modern Man Who Got Transmigrated Into the Murim World,Action-Drama-Fantasy-Historical-Martialarts-Shounen-Manhwa-Isekai,"
Yeo Beop-Ryong - Cheong Ru Yeon - Park Hee Jin ",Ongoing,무림에 떨어진 현대인,13.6M,"rate :
4.75/
5",5
425,DeathCord,Action-Drama-Psychological-Romance-Schoollife-Shounen-Supernatural-Manhwa,"
Buffering - Lim Dong-Gyu ",Ongoing,데스코드,1.8M,4.36,152
426,Entangled with the Duke,Comedy-Fantasy-Historical-Romance-Supernatural-Webtoons,"
Iciyuan ",Ongoing,"王爷不能撩,Entangled With The Prince!",11.9M,4.3,1193
427,K-ON! Shuffle,Comedy-Schoollife-Seinen-Sliceoflife,"
Kakifly ",Ongoing,けいおん！Shuffle ; けいおん！シャッフル,687.1K,4.32,128
428,Maiko-san Chi no Makanai-san,Shounen-Sliceoflife,"
Koyama Aiko ",Ongoing,舞妓さんちのまかないさん ; Kiyo in Kyoto: From the Maiko House ; The Caterer at the Maiko Manor ; La maison des Maiko ; Maiko-san Chi no Makanai-san ; Кухарка в доме майко ; Juru Masak Para Maiko ; The Makanai: Cooking for the Maiko House,5.6M,4.73,532
429,The Manager and The Oblivious Waitress,Romance-Sliceoflife,"
Aimai Mii ",Ongoing,Tenchou To Mujikakuna Tennin ; 店長と無自覚な店員,1.2M,4.52,275
430,The Lazy Swordmaster,Action-Adventure-Comedy-Drama-Fantasy-Shounen-Sliceoflife-Supernatural,"
Chorok Cha ",Ongoing,나태한 소드마스터,26.8M,"rate :
4.38/
5",5
431,The Old Man Who Got a Second Round in Another World,Adventure-Comedy-Fantasy-Harem-Seinen,"
Rui Tsukiyo - Hakuto Tachibana ",Ongoing,"Sono Ossan, Isekai de Nishuume Play wo Mankitsu Chuu,Isekai de Nishuume Play o Mankitsujuu,そのおっさん、異世界で二周目プレイを満喫中",7.6M,4.42,1360
432,Tomorrow,Action-Drama-Supernatural,"
Updating ",Ongoing,"Demain, Mañana, غدا, 來日, 明日, 還有明天, 내일",170.3K,3.43,14
